Name,Status,Currency,PaymentTerm,TaxRule,AccountPayable,Carrier,Discount,TaxNumber,AttributeSet,AdditionalAttribute1,AdditionalAttribute2,AdditionalAttribute3,AdditionalAttribute4,AdditionalAttribute5,AdditionalAttribute6,AdditionalAttribute7,AdditionalAttribute8,AdditionalAttribute9,AdditionalAttribute10,Comments,ContactName,JobTitle,Phone,MobilePhone,Fax,Email,Website,ContactComment,ContactDefault,ContactIncludeInEmail,IsAccountingDimensionEnabled,DimensionAttribute1,DimensionAttribute2,DimensionAttribute3,DimensionAttribute4,DimensionAttribute5,DimensionAttribute6,DimensionAttribute7,DimensionAttribute8,DimensionAttribute9,DimensionAttribute10
Leishman Associates,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,Sarah,,,,,sarah@laevents.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Let's Cook &,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Little Creatures,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Liverpool Primary Principals' Council,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,Brian Marsland,,,,,brian.marsland@det.nsw.edu.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Loss Traslochi,Active,EUR,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Low Cost Wire,Active,AUD,Payment Before Delivery,GST on Expenses,22000,DEFAULT Carrier,0,,Suppliers Data,,,,,,,,,,,,Low Cost Wire,Order Via Website,1300 601 514,,,,https://lowcostwire.com.au/,"Use Website Login to Place Orders:
Username: david@aquabubbler.com.au
Password: Aqu4Bubbler!",TRUE,FALSE,FALSE,,,,,,,,,,
LTA STUDIO TAX & LAW FIRM,Active,EUR,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,,Suppliers Data,,,,,,,,,,,,Accounts,,39 02 4657791,,,Amministrazione@ltaa.it,,,FALSE,TRUE,FALSE,,,,,,,,,,
LTA STUDIO TAX & LAW FIRM,Active,EUR,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,,Suppliers Data,,,,,,,,,,,,Laura Devoti,,39 02 4657791,,,LAURA.DEVOTI@LTAA.IT,,,FALSE,TRUE,FALSE,,,,,,,,,,
Lutheran Education Australia Limited,Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Mainfreight International,Active,NZD,30 days,GST on Income NZ,22000,,0,65007252 333,,,,,,,,,,,,,Tahlia Prestia,,93306000,,93306060,Tahlia.Prestia@mainfreight.com.au,,,TRUE,TRUE,FALSE,,,,,,,,,,
Maitland Primary Principals’ Council,Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Maitland Primary Principals’ Council,,,,,Sharon.Palmer@det.nsw.edu.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Maitland Primary Principals’ Council,Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Sharon Palmer,,,,,Sharon.Palmer@det.nsw.edu.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Mandalay Bay,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Manfax Paints,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
MANNINGHAM MONASH PRINCIPALS,Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Jacqui Bates,,,,,jacqui@theconferencemanager.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Manuka Park,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Marcus Turner,Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
MARKETCIRCLE,Active,AUD,30 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Marradon Constructions Pty. Ltd,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,51119652827,Suppliers Data,,,,,,,,,,,,Accounts,,359772857,,,accounts@marradon.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Marradon Constructions Pty. Ltd,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,51119652827,Suppliers Data,,,,,,,,,,,,Rachelle McDonald,,359772857,,,rachelle@marradon.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Marsh Springs,Active,AUD,30 days,GST on Expenses,22000,,0,88009693047,,,,,,,,,,,,,Admin,,0438 880 561,,,admin@marshalliance.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Marsh Springs,Active,AUD,30 days,GST on Expenses,22000,,0,88009693047,,,,,,,,,,,,,Sales,,,,,sales@marshalliance.com.au,,,TRUE,TRUE,FALSE,,,,,,,,,,
Marsh Springs,Active,AUD,30 days,GST on Expenses,22000,,0,88009693047,,,,,,,,,,,,,Tom,,0438 880 561,,,tmccormack@marshsprings.com.au,,,FALSE,FALSE,FALSE,,,,,,,,,,
Masters,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Matsu Chillers,Active,AUD,30 days,GST on Expenses,22000,,0,GST,,,,,,,,,,,,,Matsu Chillers,,,,,,,,TRUE,FALSE,FALSE,,,,,,,,,,
Matt Steiner,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,,,,,,,,,,,,,,Matt Steiner,,,,,mattsteiner@optusnet.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Matthew Davis Australia Pty Ltd,Active,AUD,Payment Before Delivery,GST on Expenses,22000,DEFAULT Carrier,0,,,,,,,,,,,,,,Johann Nicholas,Customer Service,03 9580 0066,,,countersales@matthewdavis.com.au,,,TRUE,TRUE,FALSE,,,,,,,,,,
Max Computing Services,Active,AUD,30 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Nash Whitehouse,,,,,accounts@maxcomputing.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Max Displays,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,58164340041,,,,,,,,,,,,,Max Displays,,290116785,,,info@maxdisplays.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
MDS Intercom & Security,Active,AUD,30 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Meerkat Associates Pty Ltd,Active,AUD,Payment Before Production,VAT on Import,22000,,0,82121323073,,,,,,,,,,,,,Mike Lescai,,61 419 775595,,,mike.lescai@meerkatgroup.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Melbourne City Computers,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Melbourne City Lexus,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,92616073208,Suppliers Data,,,,,,,,,,,,Joshua Tabone,,61 3 93737400,,,joshuat@citylexus.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Melrose International Pty Ltd,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,83067816648,Suppliers Data,,,,,,,,,,,,Madonna Melrose,,418970829,,,mm@melroseinternational.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Meriton Serviced Apartments,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Micro Fasteners,Deprecated,AUD,30 days,GST on Expenses,22000,,0,GST,,,,,,,,,,,,,Helen,,03 9464 0330,,,helen@microfasteners.com.au,,,TRUE,FALSE,FALSE,,,,,,,,,,
Micro Fasteners Pty. Ltd.,Active,AUD,30 days,GST on Expenses,22000,,0,78007454524,,,,,,,,,,,,,Brendan Flynn,,03 9464 0330,,,helen@microfasteners.com.au,,,FALSE,FALSE,FALSE,,,,,,,,,,
Micro Fasteners Pty. Ltd.,Active,AUD,30 days,GST on Expenses,22000,,0,78007454524,,,,,,,,,,,,,Helen Hodgson,,,,,Helen@microfasteners.com.au,,,TRUE,TRUE,FALSE,,,,,,,,,,
Micro Fasteners Pty. Ltd.,Active,AUD,30 days,GST on Expenses,22000,,0,78007454524,,,,,,,,,,,,,Order Team,,,,,info@microfasteners.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Micro Fasteners Pty. Ltd.,Active,AUD,30 days,GST on Expenses,22000,,0,78007454524,,,,,,,,,,,,,Sales Support,,,,,salessupport@microfasteners.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Micro-Fasteners,Deprecated,AUD,30 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Helen Hodgson,,,,,Helen@microfasteners.com.au,,,TRUE,FALSE,FALSE,,,,,,,,,,
MIELE AUSTRALIA,Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,MIELE AUSTRALIA,,,,,Jacqueline.Austin@miele.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
Miele Immer Besser,Active,AUD,30 days,GST on Income NZ,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Milawa Bakery,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Milawa General Store,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
MKC Repairs,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Montague Hotel,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,34625236062,Suppliers Data,,,,,,,,,,,,Accounts,,03 96459483,,,accounts@themontague.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Mouldem,Active,AUD,30 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Des Crossley,,03 5721 9587,,,des@rotomouldgraphics.com,,,TRUE,TRUE,FALSE,,,,,,,,,,
My Byte,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
My Mac,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
mybyte,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,52139774431,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
NEAA,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,NEAA,,,,,katrina@bccm.com.au,,,TRUE,TRUE,FALSE,,,,,,,,,,
New South Wales Primary Principals Association,Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Shannan Judge,,,,,SHANNAN.JUDGE@det.nsw.edu.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
New South Wales Secondary Principals Council,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,69 183 368 075,,,,,,,,,,,,,Terry Tunkunas,,,,,webmanager@nswspc.org.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
New Zealand Post,Active,NZD,Payment just after delivery,GST on Expenses,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Nguyen Minh Duc,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,Duc Nguyen Minh,,84943451805,,,minhduc0804@gmail.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
Nguyen Minh Duc,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,Nguyen Minh Duc,,84943451805,,,minhduc0804@gmail.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
"Ningbo Tango Tree Tools Co., Ltd.",Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,,Suppliers Data,,,,,,,,,,,,Sales,,,,,,https://tangotreetools.en.alibaba.com/,,TRUE,FALSE,FALSE,,,,,,,,,,
"NINGBO ZhenHai JinHong Rotational mould CO.,LTD",Active,USD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,,Suppliers Data,,,,,,,,,,,,Accounts,,,,,andrew@berrydesign.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
NSW Department of Education,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,Ann Sharman,,02 63862755,,,murrumburr-h.School@det.nsw.edu.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
NSW Department of Education,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,ULRIKE Myers-Stahl,,,,,EDConnect.accountsreceivable@det.nsw.edu.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
NUOYAN PTY LTD (Fashion3D),Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,57629972327,Suppliers Data,,,,,,,,,,,,Summer Guo,,429885768,,,3dp@fashion3d.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Nymet,Active,AUD,Payment Before Delivery,GST on Expenses,22000,,0,54139368246,,,,,,,,,,,,,Ash,,08 8250 1180,,,ash@nymet.com.au,,,TRUE,TRUE,FALSE,,,,,,,,,,
Oaks Hotels & Resorts,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
OciusDigital,Active,AUD,30 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,OciusDigital,,,,,info@ociusdigital.com,,,TRUE,TRUE,FALSE,,,,,,,,,,
Office Products Depot,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Officeworks,Active,AUD,30 days,GST on Income NZ,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
ONBOARD HR SOLUTIONS,Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Danielle Turner,,,,,onboardhrsolutions@gmail.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
Optus,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,,,,,,,,,,,,,,Optus,,,,,sharon@aquabubbler.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Optus - Matt,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,Matt Steiner,,,,,mattsteiner@optusnet.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Optus Billing Services,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Orange Lachlan Primary Principals Association,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,Rob McPherson,,,,,ROBERT.J.MCPHERSON@det.nsw.edu.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Orien Dental Supplies,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,19 386 620 217,,,,,,,,,,,,,Orien Dental Supplies,,1300 880 711,,,,,,FALSE,TRUE,FALSE,,,,,,,,,,
Pacific Airport Parking Pty Ltd,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Palamont Rotor Australia,Active,AUD,30 days,GST on Expenses,22000,,0,GST,,,,,,,,,,,,,Stacey Brown,,03 9769 2655,,,staceyb@palamont.com.au,,,TRUE,FALSE,FALSE,,,,,,,,,,
Panel Perfect Mobile Repairs,Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Parks & Leisure Australia,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,23083489463,Suppliers Data,,,,,,,,,,,,Accounts,,883320130,,,finance@parksleisure.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Pascal Sherman/IT Consultant,Active,AUD,30 days,GST on Income NZ,22000,,0,59620881123,,,,,,,,,,,,,Pascal Sherman,,,,,pascal.sherman@gmail.com,,,TRUE,TRUE,FALSE,,,,,,,,,,
Patent & Trademark Organisation Pty Ltd,Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Paula,Active,AUD,30 days,GST on Income NZ,22000,,0,,,,,,,,,,,,,,Paula,,,,,info@pixelstorm.com.au,,,TRUE,FALSE,FALSE,,,,,,,,,,
Peel Street Kitchen,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Penrith & Blue Mountains Primary Principals Association,Active,AUD,Payment Before Production,VAT on Import,22000,,0,77527522968,,,,,,,,,,,,,Penrith & Blue Mountains Primary Principals Association,,+61 02 98330711,,,Tracie.Duclos@det.nsw.edu.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Peron Lan,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,88334410664,,,,,,,,,,,,,Peron Lan,,,,,peronlan@hotmail.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
Pinnacle Safety and Training,Active,AUD,Payment Before Production,VAT on Import,22000,,0,31104761686,,,,,,,,,,,,,Accounts,,1300990810,,,accounts@pinnaclesafety.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Pixel Storm,Active,AUD,30 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Paula Glynn,,,,,info@pixelstorm.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Planet Tel - Account 40015419,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Planet Tel (Buroserv),Active,AUD,30 days,GST on Income,22000,,0,48612519178,,,,,,,,,,,,,Susan Suefong,,,,,susan.suefong@planettel.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Planex Sales Pty Ltd,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,55 921 612 267,,,,,,,,,,,,,Planex Sales Pty Ltd,,03 8795 1100,,03 8795 1122,planex@planex.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Plasdene Glass-Pak,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,,Suppliers Data,,,,,,,,,,,,Plasdene,Orders,03 9930 4999,,,plasdene@plasdene.com.au,www.plasdene.com.au,,TRUE,FALSE,FALSE,,,,,,,,,,
Plasdene Glass-Pak,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,,Suppliers Data,,,,,,,,,,,,Rebecca Tropea,Sales Rep,03 9930 4999,,,Rebecca.Tropea@plasdene.com.au,www.plasdene.com.au,,FALSE,FALSE,FALSE,,,,,,,,,,
Plugin Center,Active,USD,Payment just after delivery,GST on Expenses,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Plumbfast Pty Ltd,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,Accounts,,03 9329 9965,,03 9329 7997,accounts@plumbfast.net.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Plumbfast Pty Ltd,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,Admin,,03 9329 9965,,03 9329 7997,admin@plumbfast.net.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
PMS Lithography,Active,AUD,30 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Maria,,,,,accounts@pmslitho.com.au,,,TRUE,TRUE,FALSE,,,,,,,,,,
PMS Lithography,Active,AUD,30 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Rebecca Perry,,,,,rebecca@pmslitho.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Port Jackson Primary Principals Council,Active,AUD,60 days,GST on Expenses,22000,,0,77527522968,,,,,,,,,,,,,Maria Lambos,,02 9818 1177,,,MARIA.LAMBOS@det.nsw.edu.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Power Tool Specialists (AUST),Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Precise Property Strata Management – Trust Account,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,Karyn,,,,,accounts@precise.property,,,FALSE,TRUE,FALSE,,,,,,,,,,
Precise Property Strata Management – Trust Account,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,Kris Alcoriza,,,,,k.alcoriza@precise.property,,,FALSE,TRUE,FALSE,,,,,,,,,,
Precision Plating,Deprecated,AUD,14 Days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Precision Plating,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Precision Plating,Deprecated,AUD,14 Days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Precision Plating,,03 9888 8322,,,robyn@precisionplating.com.au ; admin@precisionplating.com.au,,,TRUE,TRUE,FALSE,,,,,,,,,,
Precision Plating (Aust) Pty. Ltd.,Active,AUD,30 days,GST on Expenses,22000,,0,74082999264,,,,,,,,,,,,,Robyn Waters,,03 9792 9815,,03 9793 6849,robyn@precisionplating.com.au,,,TRUE,TRUE,FALSE,,,,,,,,,,
Principals' Association of Specialist Schools,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,38 049 813 020,,,,,,,,,,,,,Principals' Association of Specialist Schools,,03 8679 5460,,,info@bccm.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Prior Law,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,37 450 425 018,,,,,,,,,,,,,Kellie Baker,,03 9557 6831,,,kellie@priorlaw.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Profile Plastics Pty. Ltd.,Active,AUD,30 days,GST on Expenses,22000,,0,GST,,,,,,,,,,,,,Mark Seabrook,,03 9761 2180,,,mark@profileplastics.com.au,,,TRUE,FALSE,FALSE,,,,,,,,,,
PROVE Standars & Engineering,Active,AUD,30 days,GST on Income NZ,22000,,0,96144816473,,,,,,,,,,,,,Admin,,,,,admin@proveng.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
PROVE Standars & Engineering,Active,AUD,30 days,GST on Income NZ,22000,,0,96144816473,,,,,,,,,,,,,PROVE Standars & Engineering,,,,,terry@proveng.com.au,,,TRUE,TRUE,FALSE,,,,,,,,,,
PSI,Active,AUD,30 days,GST on Expenses,22000,,0,GST,,,,,,,,,,,,,Dan Crawshaw,,1800 261 249,,,dan@psibrand.com,,,TRUE,FALSE,FALSE,,,,,,,,,,
pta log,Deprecated,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
PTA Logistics Australia,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,69 606 991 039,,,,,,,,,,,,,Elis Mei,,03 9807 8284,,,accounts@ptalogistics.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
PTA Logistics Australia,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,69 606 991 039,,,,,,,,,,,,,Jai Anderson,,03 9807 8284,,,jai@ptalogistics.com.au,,,TRUE,TRUE,FALSE,,,,,,,,,,
PTA Logistics Australia,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,69 606 991 039,,,,,,,,,,,,,PTA Logistics Australia,,,,,jai@ptalogistics.com.au,,,FALSE,FALSE,FALSE,,,,,,,,,,
Pullman Hotels,Active,AUD,30 days,GST on Income NZ,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Puremac Pty Ltd,Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Molly,,,,,molly@puremac.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Puremac Pty Ltd,Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Puremac Pty Ltd,,,,,molly@puremac.com.au,,,FALSE,FALSE,FALSE,,,,,,,,,,
Q "N" Car Wash,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
QR Lawyers,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,13137818985,Suppliers Data,,,,,,,,,,,,Accounts,,3 86929000,,,enquiries@qrlawyers.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
QR Lawyers,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,13137818985,Suppliers Data,,,,,,,,,,,,Elizabeth Inwood,,3 86929000,,,e.inwood@qrlawyers.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Queensland Association of State School Principals,Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Mila De Asis,,,,,Mila@qassp.org.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Queensland Association of State School Principals,Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Queensland Association of State School Principals,,,,,Mila@qassp.org.au,,,FALSE,FALSE,FALSE,,,,,,,,,,
R & V Aqualine Industries,Active,AUD,30 days,GST on Expenses,22000,DEFAULT Carrier,0,,,,,,,,,,,,,,Robin Box,,,,,enquiries@rvaqualine.com.au,,,FALSE,FALSE,FALSE,,,,,,,,,,
R & V Aqualine Industries,Active,AUD,30 days,GST on Expenses,22000,DEFAULT Carrier,0,,,,,,,,,,,,,,Veronica,,,,,support@rvaqualine.com.au,,,FALSE,FALSE,FALSE,,,,,,,,,,
R & V Aqualine Industries,Active,AUD,30 days,GST on Expenses,22000,DEFAULT Carrier,0,,,,,,,,,,,,,,Veronica Box,,,,,support@rvaqualine.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
R & V Aqualine Industries,Active,AUD,30 days,GST on Expenses,22000,DEFAULT Carrier,0,,,,,,,,,,,,,,Wayne Owne,,,,,info@rvaqualine.com.au,,,TRUE,FALSE,FALSE,,,,,,,,,,
R.H. Roofing,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,92078101103,,,,,,,,,,,,,R.H. Roofing,,,418345667,98366646,rhroofing@bigpond.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
