	Category	Start Date	Status	Name		Duration	Linked	Owner	Details	
	Operation	"6/5/2021, 3:24 pm"	Confirmed	"Called Shayne Kelly"			"Shayne Kelly, Bredo Mators"	"Shaun Soria "		
	Logistics	"6/5/2021, 2:45 pm"	Confirmed	"Sorting the Side Tap Logistics"		"30 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"6/5/2021, 2:34 pm"	Confirmed	"Called PTA Logistics"		"1 minute"	"PTA Logistics"	"Shaun Soria "		
	Operation	"6/5/2021, 2:15 pm"	Confirmed	"Called Jai Anderson"		"6 minutes"	"Jai Anderson, PTA Logistics"	"Shaun Soria "		
	Report	"6/5/2021, 1:30 pm"	Confirmed	"Working on the report part1"		"1 hour"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	"Lunch Break"	"6/5/2021, 12:30 pm"	Confirmed	"Lunch Break"		"1 hour"		"Shaun Soria "		
	IT	"6/5/2021, 12:05 pm"	Confirmed	"Allen fixing the Apple ID account"		"15 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Meeting	"6/5/2021, 11:30 am"	Confirmed	"OKR MEETING"		"30 minutes"		"Lourdes Ordonez"		
	Procurement	"6/5/2021, 10:45 am"	Confirmed	"Counting the R14 & R15 & R141 and solving the issue in Dear and with Microfasteners"		"35 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Report	"6/5/2021, 10:30 am"	Confirmed	"Updating the calendar"		"5 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"6/5/2021, 10:20 am"	Confirmed	"talking with David from Beta metal for the lids update + polishing / to see if we can speed up the delivery"		"10 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"6/5/2021, 9:40 am"	Confirmed	"Meeting with Jenny regarding the procurement sheet / precision / beta metal"		"35 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	📊Accounts	"6/5/2021, 9:15 am"	Confirmed	"Working on the Accounts and Procurement Sheet update"		"20 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	Procurement	"6/5/2021, 8:35 am"	Confirmed	"Organising the collection from Precision and PTA "		"30 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"6/5/2021, 8:10 am"	Confirmed	"Meeting with David regarding the Proc / Prod meeting"		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"5/5/2021, 1:00 pm"	Confirmed	"Working on Proc sheet / Unit Construction / Logistic issues"		"3 hours"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	"Lunch Break"	"5/5/2021, 12:15 pm"	Confirmed	"lunch break"		"45 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"5/5/2021, 9:15 am"	Confirmed	"Unit production in Dear / BOM updates / Bug correction"		"3 hours"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"5/5/2021, 8:25 am"	Confirmed	"looking into an alternative supplier for the Linear Brush Polish for the lids"		"40 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"5/5/2021, 8:05 am"	Confirmed	"Catching up emails"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Meeting	"4/5/2021, 3:20 pm"	Confirmed	"Operations Meeting"		"30 minutes"		"Lourdes Ordonez"		
	Operation	"4/5/2021, 1:15 pm"	Confirmed	"Working Unit production in Dear / BOM update / Supplier follow up"		"2 hours"		"Shaun Soria "		
	"Lunch Break"	"4/5/2021, 12:10 pm"	Confirmed	"lunch break"		"1 hour"		"Shaun Soria "		
	Procurement	"4/5/2021, 11:45 am"	Confirmed	"Raising POs to catch up the stock"		"20 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Meeting	"4/5/2021, 11:15 am"	Confirmed	"OKR HUDDLE MEETING"		"30 minutes"		"Lourdes Ordonez"		
	Procurement	"4/5/2021, 10:45 am"	Confirmed	"Stock correction "		"1 hour"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"4/5/2021, 10:20 am"	Confirmed	"Working with Shane on the PO confirmation form"		"15 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Procurement	"4/5/2021, 10:10 am"	Confirmed	"Correction:  Cost Less Bolts R161 = 40 vs 46 / 62  M6 x 65mm - Automatic Production Orders - Done R163 = 48 vs 45 / 61  M6 S/S Nylock Nut - Automatic Production Orders - Done R164 = 223 vs 182 / 246  M4 x 12mm Pan Phillips - Automatic Production Orders - Done R86 = 170 vs 55 / 361 M6 Rivnut Csk - Automatic Production Orders - Done    Micro Fasterners R14 = 870 vs 72 / 626 - Button Socket - Automatic Production Orders - Done R15 = 744 vs 290 / 844 - Mudguard Washers Zinc - Automatic Production Orders - Done R86 = 170 vs 55 / 361 - M6 Rivnut CSK - Automatic Production Orders - Done  Reliance R107 = 373 vs -21 / 300 - BRANCH STEM TEE 1/4\" - Automatic Production Orders - Done R108 = [54]511 vs 98 / 251 - STRAIGHT CONNECTOR REDUCING 3/8\" - 1/4\" - Automatic Production Orders - Done R109 = 180 vs -98 / 292 - STEM ELBOW 1/4\" X 1/4\" - Automatic Production Orders - Done R167 = 1.08 vs 0.0455 / 0.9054 - PIPE 1/4\" LLDPE TUBING - BLACK 500FT - Automatic Production Orders - Done   Smart Water R92 = 24 (98) vs 0 / 92 - ELBOW FI LOW DENSITY 19MM X 15MM - Automatic Production Orders - Done R93 = 31 (98) vs 7 / 99 - SCREW POLY HEX NIPPLE 15MM - Automatic Production Orders - Done   SP Valves R173 = 98 + 8 + 100 + 21 + 29 vs 56 / 180 - STAINLESS STEEL SERVICE VALVE 3/8\" MALE FEMALE WM API1598, EN12266 - Automatic Production Orders - Done R174 = 126 + 97 + 8 + 1 + 29 vs 68 / 192 - 316 STAINLESS STEEL HEX REDUCING NIPPLE 1/2\" BSP TAPERED THREAD MALE - 3/8\" BSP TAPERED THREAD MALE - Automatic Production Orders - Done   Tradelink R102 =  42 + 1 + 54+ 8 + 20 + 16 + 26 vs -3 / 111 - TEE JUNCTION F&F DRAIN-WASTE-VENT SNG PLAIN POLYVINYL CHLORIDE 40MM X 88DEG WMKA1305 R104 =  1 vs 0.2608 vs -3 / 111 - TEE JUNCTION F&F DRAIN-WASTE-VENT SNG PLAIN POLYVINYL CHLORIDE 40MM X 88DEG WMKA1305 R105 = 0 vs 0 - PIPE DRAIN-WASTE-VENT POLYVINYL CHLORIDE HEAVY TYPE N 40MM X 6 MTR R99 = 62 + 50 + 8  vs -45 / 69 - S-TRAP POLYVINYL CHLORIDE 40MM WMKT1307-1 - Automatic Production Orders - Done"		"10 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"4/5/2021, 9:35 am"	Confirmed	"Catch up with Jenny regarding the logistics + Operation Priorities"		"30 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"4/5/2021, 8:45 am"	Confirmed	"Correction of   All Valves R82 = 20 vs -90  All Valves 533430H PRV - Automatic Production Orders - Done  BWT R25 = 14 vs -7 Filter Head - Automatic Production Orders - Done"		"45 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"4/5/2021, 8:25 am"	Confirmed	"Catch up up with emails"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"4/5/2021, 8:10 am"	Confirmed	"Tracking the collection of PO-02921 "		"10 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Meeting	"3/5/2021, 4:00 pm"	Confirmed	"Sales Catch up with Shaun"		"15 minutes"		"Lourdes Ordonez"		
	Report	"3/5/2021, 3:40 pm"	Confirmed	"Updating calendar"		"15 minutes"		"Shaun Soria "		
	Operation	"3/5/2021, 3:20 pm"	Confirmed	"Looking into R82 resolution pt1 "		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Meeting	"3/5/2021, 2:30 pm"	Cancelled	"AQB Facet 5 Teamscape session "		"1 hour 30 minutes"		"Lourdes Ordonez"	"Monday 3rd for the AQB Facet 5 Teamscape session with Stuart and Jo?  All the team are invited.  Lourdes Ordoñez is inviting you to a scheduled Zoom meeting.    Topic: AQB Facet 5 Teamscape session   Time: May 3, 2021 02:30 PM Canberra, Melbourne, Sydney    Join Zoom Meeting  https://zoom.us/j/99017711765?pwd=dmdpTTBMbVBpb2tmTVFwWjU5YTBZUT09    Meeting ID: 990 1771 1765  Passcode: 415140  One tap mobile  +13017158592,,99017711765#,,,,*415140# US (Washington DC)  +13126266799,,99017711765#,,,,*415140# US (Chicago)    Dial by your location          +1 301 715 8592 US (Washington DC)          +1 312 626 6799 US (Chicago)          +1 346 248 7799 US (Houston)          +1 669 900 6833 US (San Jose)          +1 929 205 6099 US (New York)          +1 253 215 8782 US (Tacoma)  Meeting ID: 990 1771 1765  Passcode: 415140  Find your local number: https://zoom.us/u/abseUl5bdy    "	
	Procurement	"3/5/2021, 1:15 pm"	Confirmed	"ecounting the stock values of the new item from the reorder screen pt2:   All Valves R82 = 20 vs -90  All Valves 533430H PRV    Bredo Mators  R127 =  0 vs 0 / 0 R128 = 0 vs 0 /  R59 = 30 vs 30 / 30 R66 = 15 vs 15 / 15    BWT R25 = 14 vs -7 Filter Head    Cost Less Bolts R161 = 40 vs 46 / 62  M6 x 65mm  R163 = 48 vs 45 / 61  M6 S/S Nylock Nut R164 = 223 vs 182 / 246  M4 x 12mm Pan Phillips R86 = 170 vs 55 / 361 M6 Rivnut Csk    Micro Fasterners R14 = 870 vs 72 / 626 - Button Socket R15 = 744 vs 290 / 844 - Mudguard Washers Zinc R86 = 170 vs 55 / 361 - M6 Rivnut CSK     Precision S67 = ? vs 0 / 0 POLISHING EXIT NOZZLE STAINLESS STEEL (303/304) S77 = ? vs 0 / 0 POLISHING PRESS BUTTON STAINLESS STEEL S96 = ? vs 0 / 0 POLISHING BRUSH SATIN FOUNTAIN DISH STAINLESS STEEL    -------- To be continued   Reliance R107 = 373 vs -21 / 300 - BRANCH STEM TEE 1/4\" R108 = [54]511 vs 98 / 251 - STRAIGHT CONNECTOR REDUCING 3/8\" - 1/4\" R109 = 180 vs -98 / 292 - STEM ELBOW 1/4\" X 1/4\" R167 = 1.08 vs 0.0455 / 0.9054 - PIPE 1/4\" LLDPE TUBING - BLACK 500FT    ROI  ABEB250SR = 2 vs 2 / 2 - ROI-A3-EB-250 STOCK RED  Need to check the SP   Smart Water R92 = 24 (98) vs 0 / 92 - ELBOW FI LOW DENSITY 19MM X 15MM R93 = 31 (98) vs 7 / 99 - SCREW POLY HEX NIPPLE 15MM    SP Valves R173 = 98 + 8 + 100 + 21 + 29 vs 56 / 180 - STAINLESS STEEL SERVICE VALVE 3/8\" MALE FEMALE WM API1598, EN12266 R174 = 126 + 97 + 8 + 1 + 29 vs 68 / 192 - 316 STAINLESS STEEL HEX REDUCING NIPPLE 1/2\" BSP TAPERED THREAD MALE - 3/8\" BSP TAPERED THREAD MALE    Tradelink  R102 =  42 + 1 + 54+ 8 + 20 + 16 + 26 vs -3 / 111 - TEE JUNCTION F&F DRAIN-WASTE-VENT SNG PLAIN POLYVINYL CHLORIDE 40MM X 88DEG WMKA1305 R104 =  1 vs 0.2608 vs -3 / 111 - TEE JUNCTION F&F DRAIN-WASTE-VENT SNG PLAIN POLYVINYL CHLORIDE 40MM X 88DEG WMKA1305 R105 = 0 vs 0 - PIPE DRAIN-WASTE-VENT POLYVINYL CHLORIDE HEAVY TYPE N 40MM X 6 MTR R99 = 62 + 50 + 8  vs -45 / 69 - S-TRAP POLYVINYL CHLORIDE 40MM WMKT1307-1 TRF183 = 12 vs 13 - PVC Pipe Drain-Waste-Vent Heavy Type N 40mm cut to 300mm AS/NZS 1260:2009 TRF184 = 24 vs 25 - PVC PIPE DRAIN-WASTE-VENT HEAVY TYPE N 40MM CUT TO 68MM AS/NZS 1260:2009 TRF185 = 86 + 16 vs 98 - PVC PIPE DRAIN-WASTE-VENT HEAVY TYPE N 50MM CUT TO 20MM AS/NZS 1260:2009 TRF23 = 52 + 67 + 31 vs 12 / 127 - POLYVINYL CHLORIDE PIPE DRAIN-WASTE-VENT HEAVY TYPE N 40MM CUT TO 90MM AS/NZS 1260:2009 TRF65 = 10 vs 10 / 10 - TRANSFORMED - POLISHED TOP TAP BODY CHROME TRF67 = 270 vs 270 / 270 - TRANSFORMED - POLISHED EXIT NOZZLE STAINLESS STEEL (303/304) TRF80 = 20 vs 12 / 12 - TRANSFORMED - POLISHED SIDE TAP BODY ECO BRASS TRF96 = 60 vs 60 / 60 - TRANSFORMED - POLISHED FOUNTAIN DISH STAINLESS STEEL TRF77 = 37 vs 33 / 33 - TRANSFORMED - POLISHED PRESS BUTTON STAINLESS STEEL    BSC R71 = 39 +  R72 = 39  r73 = 316 + 213  R64 = 213 vs 260 (310)  R60 = 141 vs 132  R191 = 110 vs 811  R141 = 53 vs 292 to be superseded when 0"		"2 hours"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	"Lunch Break"	"3/5/2021, 12:00 pm"	Confirmed	"Lunch Break"		"1 hour"		"Shaun Soria "		
	Procurement	"3/5/2021, 10:00 am"	Confirmed	"Recounting the stock values of the new item from the reorder screen pt1:   All Valves R82 = 20 vs -90  All Valves 533430H PRV    Bredo Mators  R127 =  0 vs 0 / 0 R128 = 0 vs 0 /  R59 = 30 vs 30 / 30 R66 = 15 vs 15 / 15    BWT R25 = 14 vs -7 Filter Head    Cost Less Bolts R161 = 40 vs 46 / 62  M6 x 65mm  R163 = 48 vs 45 / 61  M6 S/S Nylock Nut R164 = 223 vs 182 / 246  M4 x 12mm Pan Phillips R86 = 170 vs 55 / 361 M6 Rivnut Csk    Micro Fasterners R14 = 870 vs 72 / 626 - Button Socket R15 = 744 vs 290 / 844 - Mudguard Washers Zinc R86 = 170 vs 55 / 361 - M6 Rivnut CSK     Precision S67 = ? vs 0 / 0 POLISHING EXIT NOZZLE STAINLESS STEEL (303/304) S77 = ? vs 0 / 0 POLISHING PRESS BUTTON STAINLESS STEEL S96 = ? vs 0 / 0 POLISHING BRUSH SATIN FOUNTAIN DISH STAINLESS STEEL    -------- To be continued   Reliance R107 = 373 vs -21 / 300 - BRANCH STEM TEE 1/4\" R108 = [54]511 vs 98 / 251 - STRAIGHT CONNECTOR REDUCING 3/8\" - 1/4\" R109 = 180 vs -98 / 292 - STEM ELBOW 1/4\" X 1/4\" R167 = 1.08 vs 0.0455 / 0.9054 - PIPE 1/4\" LLDPE TUBING - BLACK 500FT    ROI  ABEB250SR = 2 vs 2 / 2 - ROI-A3-EB-250 STOCK RED  Need to check the SP   Smart Water R92 = 24 (98) vs 0 / 92 - ELBOW FI LOW DENSITY 19MM X 15MM R93 = 31 (98) vs 7 / 99 - SCREW POLY HEX NIPPLE 15MM    SP Valves R173 = 98 + 8 + 100 + 21 + 29 vs 56 / 180 - STAINLESS STEEL SERVICE VALVE 3/8\" MALE FEMALE WM API1598, EN12266 R174 = 126 + 97 + 8 + 1 + 29 vs 68 / 192 - 316 STAINLESS STEEL HEX REDUCING NIPPLE 1/2\" BSP TAPERED THREAD MALE - 3/8\" BSP TAPERED THREAD MALE    Tradelink  R102 =  42 + 1 + 54+ 8 + 20 + 16 + 26 vs -3 / 111 - TEE JUNCTION F&F DRAIN-WASTE-VENT SNG PLAIN POLYVINYL CHLORIDE 40MM X 88DEG WMKA1305 R104 =  1 vs 0.2608 vs -3 / 111 - TEE JUNCTION F&F DRAIN-WASTE-VENT SNG PLAIN POLYVINYL CHLORIDE 40MM X 88DEG WMKA1305 R105 = 0 vs 0 - PIPE DRAIN-WASTE-VENT POLYVINYL CHLORIDE HEAVY TYPE N 40MM X 6 MTR R99 = 62 + 50 + 8  vs -45 / 69 - S-TRAP POLYVINYL CHLORIDE 40MM WMKT1307-1 TRF183 = 12 vs 13 - PVC Pipe Drain-Waste-Vent Heavy Type N 40mm cut to 300mm AS/NZS 1260:2009 TRF184 = 24 vs 25 - PVC PIPE DRAIN-WASTE-VENT HEAVY TYPE N 40MM CUT TO 68MM AS/NZS 1260:2009 TRF185 = 86 + 16 vs 98 - PVC PIPE DRAIN-WASTE-VENT HEAVY TYPE N 50MM CUT TO 20MM AS/NZS 1260:2009 TRF23 = 52 + 67 + 31 vs 12 / 127 - POLYVINYL CHLORIDE PIPE DRAIN-WASTE-VENT HEAVY TYPE N 40MM CUT TO 90MM AS/NZS 1260:2009 TRF65 = 10 vs 10 / 10 - TRANSFORMED - POLISHED TOP TAP BODY CHROME TRF67 = 270 vs 270 / 270 - TRANSFORMED - POLISHED EXIT NOZZLE STAINLESS STEEL (303/304) TRF80 = 20 vs 12 / 12 - TRANSFORMED - POLISHED SIDE TAP BODY ECO BRASS TRF96 = 60 vs 60 / 60 - TRANSFORMED - POLISHED FOUNTAIN DISH STAINLESS STEEL TRF77 = 37 vs 33 / 33 - TRANSFORMED - POLISHED PRESS BUTTON STAINLESS STEEL    BSC R71 = 39 +  R72 = 39  r73 = 316 + 213  R64 = 213 vs 260 (310)  R60 = 141 vs 132  R191 = 110 vs 811  R141 = 53 vs 292 to be superseded when 0"		"2 hours"		"Shaun Soria "		
		"3/5/2021, 9:30 am"	Confirmed	"Worklife Weekly Survey"		"5 minutes"		"Shaun Soria "		
	Procurement	"3/5/2021, 8:45 am"	Confirmed	"Resolving Dear discrepancies for TRADELINK R103 = 52 VS 33 - Done  AQUABUBBLER TRF183 = 12 vs 1 | R105 = ? vs - 6.4 - Done TRF184 = 14 VS 14 - ok TRF185 = 98 VS 62 - Construction not process - Done TRF23 = 79 + 40 + 8 = 127 VS 19  | R105 =  ? vs -6.4 - Done TRF24 = 63 VS 47 =  R105 = ? vs  -6.4 - Done  Microfasteners  R12 x 80 vs 350 Dear - Done"		"1 hour"		"Shaun Soria "		
	Operation	"3/5/2021, 8:30 am"	Confirmed	"Answering to Shayne questions for the S/S quotations"		"15 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"3/5/2021, 8:10 am"	Confirmed	"Catch up emails"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"30/4/2021, 5:00 pm"	Confirmed	"OPM Weekly Huddle"		"15 minutes"		"Cecille Mendoza"	"1. Operations Report     PCF report - Account Manager OA     Production report - Account Manager AOM     Value report - Account Manager AOM  2. What are your big rocks this week and solution taken?  3. What are your big achievements this week?  4. What are your targets next week?"	
	Operation	"30/4/2021, 4:03 pm"	Confirmed	"Incoming call"		"1 minute"		"Shaun Soria "		
	Operation	"30/4/2021, 3:58 pm"	Confirmed	"Called Roto Industries Pty Ltd"		"2 minutes"	"Roto Industries Pty Ltd"	"Shaun Soria "		
	Operation	"30/4/2021, 3:56 pm"	Confirmed	"Called Precision Plating"		"2 minutes"	"Precision Plating"	"Shaun Soria "		
	Operation	"30/4/2021, 3:44 pm"	Confirmed	"Called Roto Industries Pty Ltd"		"2 minutes"	"Roto Industries Pty Ltd"	"Shaun Soria "		
	Operation	"30/4/2021, 3:31 pm"	Confirmed	"Called Shayne Kelly regarding the price the Stainless Steel taps - LVM"			"Shayne Kelly, Bredo Mators, OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"30/4/2021, 2:15 pm"	Confirmed	"Correcting issue with TRF77, 12PPTF, 13PPSF, ABB700LB, ABB800MO, ABEB250SR, ABFPMO, ABSPLG, ABSPSR"		"1 hour 15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"30/4/2021, 1:45 pm"	Confirmed	"Checking with David R38 and 39AHF BOMs"		"25 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"30/4/2021, 1:15 pm"	Confirmed	"Looking into the reception of 7254-7281"		"25 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	"Lunch Break"	"30/4/2021, 12:15 pm"	Confirmed	"lunch break"		"50 minutes"		"Shaun Soria "		
	Operation	"30/4/2021, 11:35 am"	Confirmed	"Resolving the 7254-7281 Delivery issue"		"20 minutes"	"7254-7281 Santa Sophia Catholic College - Box Hill VIC"	"Shaun Soria "		
	Meeting	"30/4/2021, 11:15 am"	Confirmed	"Meeting with the Accounts_Review of Subscriptions"		"20 minutes"		"Lourdes Ordonez"		
	Logistics	"30/4/2021, 11:05 am"	Confirmed	"Meeting with Jenny regarding the customer refusal to receive the goods for Santa Sophia Catholic"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"30/4/2021, 10:56 am"	Confirmed	"Call from Henry Young"		"1 minute"	"Henry Young, Waterford Trading Australia Pty Ltd trading as aquaBUBBLER "	"Shaun Soria "		
	Procurement	"30/4/2021, 10:45 am"	Confirmed	"Helping Jenny with PO-02934 from Bell Springs"		"10 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Procurement	"30/4/2021, 9:45 am"	Confirmed	"Solving the following issues: R47 , R106, R38, R204 + The construction of 2 x PBA-8BC7/C15"		"1 hour"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"30/4/2021, 8:40 am"	Confirmed	"Construction of 7309 & 7310-7311"		"55 minutes"	"7309 Sunshine Beach State School, 7310-7311 Our Lady of Mercy College - Heidelberg VIC"	"Shaun Soria "	"Planned 20min but it took 1 hour"	
	Report	"30/4/2021, 8:20 am"	Confirmed	"updating PM with Procurement Meeting"		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"30/4/2021, 8:05 am"	Confirmed	email		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Meeting	"29/4/2021, 5:09 pm"	Confirmed	"ProdProc Meeting"		"1 hour 20 minutes"		"Lourdes Ordonez"		
	IT	"29/4/2021, 4:00 pm"	Confirmed	"Solving issue with Shane Apple ID"		"20 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Operation	"29/4/2021, 3:39 pm"	Confirmed	"Incoming call"		"2 minutes"		"Shaun Soria "		
	Report	"29/4/2021, 3:00 pm"	Confirmed	"Going through the Production Report with Jenny"		"25 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"29/4/2021, 2:45 pm"	Confirmed	"Incoming call"		"4 minutes"		"Shaun Soria "		
	Operation	"29/4/2021, 2:30 pm"	Confirmed	"Call from Brendan Lynch"		"8 minutes"	"Brendan Lynch"	"Shaun Soria "		
	Procurement	"29/4/2021, 1:40 pm"	Confirmed	"Checking with David from Beta the ETAs for our oustanding orders & Catch up with Jenny regarding the Proc + reporting process"		"20 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"29/4/2021, 1:35 pm"	Confirmed	"Call from Shane Gooch"		"1 minute"	"Shane Gooch, Waterford Trading Australia Pty Ltd trading as aquaBUBBLER "	"Shaun Soria "		
	Operation	"29/4/2021, 1:33 pm"	Confirmed	"Incoming call"		"1 minute"		"Shaun Soria "		
	Operation	"29/4/2021, 1:32 pm"	Confirmed	"Incoming call"		"1 minute"		"Shaun Soria "		
	Procurement	"29/4/2021, 1:00 pm"	Confirmed	"Dear Prod/Proc Resolution  TRF80 & 13PPSF "		"30 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	"Lunch Break"	"29/4/2021, 12:15 pm"	Confirmed	"Lunch break"		"40 minutes"		"Shaun Soria "		
	Meeting	"29/4/2021, 11:35 am"	Confirmed	"OKR MEETING"		"35 minutes"		"Lourdes Ordonez"		
	Operation	"29/4/2021, 11:20 am"	Confirmed	"Property inspection for Dixon Kestles"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"29/4/2021, 11:00 am"	Confirmed	"Solving Dear / Proc / Prod Reconciliation TRF67"		"20 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"29/4/2021, 10:45 am"	Confirmed	"Meeting with Jenny regarding the PO tracking process + Beta ETA + Procurement Sheet"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"29/4/2021, 9:45 am"	Confirmed	"Solving Dear / Proc / Prod Reconciliation TRF65, 12PPTF"		"55 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Procurement	"29/4/2021, 9:30 am"	Confirmed	"Resolving PO-02671 with Ullrich"		"10 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"29/4/2021, 9:15 am"	Confirmed	"Going through the emails"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	IT	"29/4/2021, 8:30 am"	Confirmed	"Looking into Starface from mobile and Slack"		"40 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Procurement	"28/4/2021, 3:20 pm"	Confirmed	"Correcting Reorder Screen pt1"		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Meeting	"28/4/2021, 3:05 pm"	Confirmed	"Catch up with Shaun_Deputy and Review of subscriptions"		"12 minutes"		"Lourdes Ordonez"		
	Operation	"28/4/2021, 2:35 pm"	Confirmed	"Meeting with Jenny regarding the new process around procurement / production"		"30 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"28/4/2021, 2:13 pm"	Confirmed	"Called Ullrich Aluminium "		"6 minutes"	"Ullrich Aluminium Pty Ltd"	"Shaun Soria "		
	Procurement	"28/4/2021, 1:45 pm"	Confirmed	"Sorting the issue with PO-02671 and PO-02815 with Ullrich"		"30 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"28/4/2021, 1:00 pm"	Confirmed	"DEAR Management"		"30 minutes"		"Cecille Mendoza"	"This appt is a reminder to ensure that all SO & PO are clear in fulfilment and invoice"	
	"Lunch Break"	"28/4/2021, 12:00 pm"	Confirmed	"Lunch Break"		"1 hour"		"Shaun Soria "		
	Procurement	"28/4/2021, 9:30 am"	Confirmed	"Checking with Daniel the stock discrepancies in Dear / reorder screen sorting issues"		"2 hours 30 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Report	"28/4/2021, 9:15 am"	Confirmed	"Updating calendar"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"28/4/2021, 9:00 am"	Confirmed	"quick look into the stock"		"10 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	IT	"28/4/2021, 8:45 am"	Confirmed	"Ordering the Headphones for Allen and me"		"15 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Meeting	"28/4/2021, 8:10 am"	Confirmed	"Meeting with David regarding the TRF96 situation / Procurement / Production changes processes | Bringing in house the polishing process for the lids and taps"		"35 minutes"		"Shaun Soria "		
	Meeting	"27/4/2021, 5:00 pm"	Confirmed	"Operations Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"27/4/2021, 4:44 pm"	Confirmed	"Catch up with Jenny_Starface"		"15 minutes"		"Lourdes Ordonez"		
	Meeting	"27/4/2021, 4:30 pm"	Confirmed	"Catch up with Shaun"		"30 minutes"		"Lourdes Ordonez"		
	Meeting	"27/4/2021, 4:08 pm"	Confirmed	"Catch up with Emar_Starface"		"12 minutes"		"Lourdes Ordonez"		
	Meeting	"27/4/2021, 4:00 pm"	Confirmed	"Catch up with Jenny_Starface"		"10 minutes"		"Lourdes Ordonez"		
	IT	"27/4/2021, 3:15 pm"	Confirmed	"Meeting with Des regarding the equipement sheet + Google Analytics"		"20 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
